010,Makestatement,notspbelow
120,Reject,notspbelow
121,Rejectmaterialcooperation,notspeciedbelow
1211,Rejecteconomiccooperation
1212,Rejectmilitarycooperation
1213,Rejectjudicialcooperation
1214,Rejectintelligencecooperation
122,Rejectrequestordemandformaterialaid,notspbelow
1221,Rejectrequestforeconomicaid
1222,Rejectrequestformilitaryaid
1223,Rejectrequestforhumanitarianaid
1224,Rejectrequestformilitaryprotectionorpeacekeeping
123,Rejectrequestordemandforpoliticalreform,notspbelow
1231,Rejectrequesttochangeleadership
1232,Rejectrequesttochangepolicy
1233,Rejectrequestforrights
1234,Rejectrequestforchangeininstitutions,regime
124,Refusetoyield,notspbelow
1241,Refusetoeaseadministrativesanctions
1242,Refusetoeasepopulardissent
1243,Refusetoreleasepersonsorproperty
1244,Refusetoeaseeconomicsanctions,boycott,orembargo
1245,Refusetoallowinternationalinvolvement(non-mediation)
1246,Refusetode-escalatemilitaryengagement
125,Rejectproposaltomeet,discuss,negotiate
126,Rejectmediation
127,Rejectplan,agreementtosettledispute
128,Defynorms,law
129,Veto
130,Threaten,notspbelow
131,Threatennon-force,notspbelow
1311,Threatentoreduceorstopaid
1312,Threatentoboycott,embargo,orsanction
1313,Threatentoreduceorbreakrelations
132,Threatenwithadministrativesanctions,notspbelow
1321,Threatenwithrestrictionsonpoliticalfreedoms
1322,Threatentobanpoliticalpartiesorpoliticians
1323,Threatentoimposecurfew
1324,Threatentoimposestateofemergencyormartiallaw
133,Threatenpoliticaldissent
134,Threatentohaltnegotiations
135,Threatentohaltmediation
136,Threatentohaltinternationalinvolvement(non-mediation)
137,Threatenwithrepression
138,Threatenwithmilitaryforce,notspbelow
1381,Threatenblockade
1382,Threatenoccupation
1383,Threatenunconventionalattack
1384,Threatenconventionalattack
1385,Threatenunconventionalmassviolence
139,Giveultimatum
140,Engageinpoliticaldissent,notspbelow.
141,Demonstrateorrally,notspbelow
1411,Demonstrateorrallyforleadershipchange
1412,Demonstrateorrallyforpolicychange
1413,Demonstrateforrights
1414,Demonstrateforchangeininstitutions,regime
142,Conducthungerstrike,notspecidbelow
1421,Conducthungerstrikeforleadershipchange
1422,Conducthungerstrikeforpolicychange
1423,Conducthungerstrikeforrights
1424,Conducthungerstrikeforchangeininstitutions,regime
143,Conductstrikeorboycott,notspbelow
1431,Conductstrikeorboycottforleadershipchange
1432,Conductstrikeorboycottforpolicychange
1433,Conductstrikeorboycottforrights
1434,Conductstrikeorboycottforchangeininstitutions,regime
144,Obstructpassage,block,notspbelow
1441,Obstructpassagetodemandleadershipchange
1442,Obstructpassagetodemandpolicychange
1443,Obstructpassagetodemandrights
1444,Obstructpassagetodemandchangeininstitutions,regime
145,Protestviolently,riot,notspbelow
1451,Engageinviolentprotestforleadershipchange
1452,Engageinviolentprotesttodemandpolicychange
1453,Engageinviolentprotesttodemandrights
1454,Engageinviolentprotesttodemandchangeininstitutions,regime
150,Exhibitmilitaryorpolicepower,notspbelow
151,Increasepolicealertstatus
152,Increasemilitaryalertstatus
153,Mobilizeorincreasepolicepower
154,Mobilizeorincreasearmedforces
155,Mobilizeorincreasecyber-forces
160,Reducerelations,notspbelow
161,Reduceorbreakdiplomaticrelations
162,Reduceorstopmaterialaid,notspbelow
1621,Reduceorstopeconomicassistance
1622,Reduceorstopmilitaryassistance
1623,Reduceorstophumanitarianassistance
163,Imposeembargo,boycott,orsanctions
164,Haltnegotiations
165,Haltmediation
166,Expelorwithdraw,notspeciedbelow
1661,Expelorwithdrawpeacekeepers
1662,Expelorwithdrawinspectors,observers
1663,Expelorwithdrawaidagencies
170,Coerce,notspbelow
171,Seizeordamageproperty,notspbelow
1711,property
1712,Destroyproperty
172,Imposeadministrativesanctions,notspbelow
1721,Imposerestrictionsonpoliticalfreedoms
1722,Banpoliticalpartiesorpoliticians
1723,Imposecurfew
1724,Imposestateofemergencyormartiallaw
173,Arrest,detain
174,Expelordeportindividuals
175,Userepression
176,Attackcybernetically
180,Useunconventionalviolence,notspbelow
181,Abduct,hijack,takehostage
182,Physicallyassault,notspeciedbelow
1821,Sexuallyassault
1822,Torture
1823,Killbyphysicalassault
183,Conductsuicide,car,orothernon-militarybombing,notsp
1831,Carryoutsuicidebombing
1832,Carryoutvehicularbombing
1833,Carryoutroadsidebombing
1834,Carryoutlocationbombing
184,Useashumanshield
185,Attempttoassassinate
186,Assassinate
190,Useconventionalmilitaryforce,notspbelow
politicalconnotations|arenotcodedundertheframework.The,examplebelowillustrateshowonecantiatebetweenthesetwo
191,Imposeblockade,restrictmovement
192,Occupyterritory
193,Fightwithsmallarmsandlightweapons
194,Fightwithartilleryandtanks
195,Employaerialweapons,notspbelow
1951,Employprecision-guidedaerialmunitions
1952,Employremotelypilotedaerialmunitions
196,Violate
200,Usemassiveunconventionalforce,notspbelow
201,Engageinmassexpulsion
202,Engageinmasskillings
203,Engageinethniccleansing
204,Useweaponsofmassdestruction,notspbelow
2041,Usechemical,biological,orradiologicalweapons
2042,Detonatenuclearweapons
